

Original Link:

Link [init=1, term=2, flow=0.0, travelTime=6.0, surcharge=0.0, lastSurcharge=0.0]
ODPair [origin=21, destination=19, demand=400.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=21, destination=20, demand=1200.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=21, destination=21, demand=0.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=21, destination=22, demand=1800.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=21, destination=23, demand=700.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=21, destination=24, demand=500.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=1, demand=400.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=2, demand=100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=3, demand=100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=4, demand=400.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=5, demand=200.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=6, demand=200.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=7, demand=500.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=8, demand=500.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=9, demand=700.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=10, demand=2600.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=11, demand=1100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=12, demand=700.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=13, demand=1300.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=14, demand=1200.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=15, demand=2600.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=16, demand=1200.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=17, demand=1700.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=18, demand=300.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=19, demand=1200.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=20, demand=2400.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=21, demand=1800.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=22, demand=0.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=23, demand=2100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=22, destination=24, demand=1100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=1, demand=300.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=2, demand=0.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=3, demand=100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=4, demand=500.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=5, demand=100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=6, demand=100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=7, demand=200.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=8, demand=300.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=9, demand=500.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=10, demand=1800.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=11, demand=1300.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=12, demand=700.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=13, demand=800.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=14, demand=1100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=15, demand=1000.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=16, demand=500.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=17, demand=600.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=18, demand=100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=19, demand=300.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=20, demand=700.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=21, demand=700.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=22, demand=2100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=23, demand=0.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=23, destination=24, demand=700.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=1, demand=100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=2, demand=0.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=3, demand=0.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=4, demand=200.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=5, demand=0.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=6, demand=100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=7, demand=100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=8, demand=200.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=9, demand=200.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=10, demand=800.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=11, demand=600.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=12, demand=500.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=13, demand=700.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=14, demand=400.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=15, demand=400.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=16, demand=300.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=17, demand=300.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=18, demand=0.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=19, demand=100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=20, demand=400.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=21, demand=500.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=22, demand=1100.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=23, demand=700.0, originCost=0.0, cost=0.0, increPercentage=0.0]
ODPair [origin=24, destination=24, demand=0.0, originCost=0.0, cost=0.0, increPercentage=0.0]


surcharge diff:1421.954



surcharge diff:710.977



surcharge diff:236.99242



surcharge diff:118.496185



surcharge diff:71.09764



surcharge diff:2.19851



Result links:

Link [init=1, term=2, flow=2633.0, travelTime=6.0000963, surcharge=6.4283476E-4, lastSurcharge=6.5848004E-4]

Link [init=1, term=3, flow=5042.0, travelTime=4.0012927, surcharge=0.006819064, lastSurcharge=0.006984635]

Link [init=2, term=1, flow=2603.0, travelTime=6.000092, surcharge=6.412264E-4, lastSurcharge=6.720706E-4]

Link [init=2, term=6, flow=3833.0, travelTime=5.267872, surcharge=1.2681563, lastSurcharge=1.2673212]

Link [init=3, term=1, flow=5067.0, travelTime=4.0013185, surcharge=0.006836052, lastSurcharge=0.006905706]

Link [init=3, term=4, flow=9463.0, travelTime=4.0561323, surcharge=0.22467482, lastSurcharge=0.2246262]

Link [init=3, term=12, flow=6465.0, travelTime=4.003494, surcharge=0.017184097, lastSurcharge=0.01761756]

Link [init=4, term=3, flow=9411.0, travelTime=4.0549088, surcharge=0.22599304, lastSurcharge=0.2269244]

Link [init=4, term=5, flow=12139.0, travelTime=2.0651407, surcharge=0.26006716, lastSurcharge=0.26021376]

Link [init=4, term=11, flow=3509.0, travelTime=6.2349987, surcharge=0.9841529, lastSurcharge=0.9712209]

Link [init=5, term=4, flow=12018.0, travelTime=2.062582, surcharge=0.26002565, lastSurcharge=0.26138055]

Link [init=5, term=6, flow=6023.0, travelTime=5.317303, surcharge=4.7752395, lastSurcharge=4.713356]

Link [init=5, term=9, flow=10683.0, travelTime=5.9768643, surcharge=3.8075957, lastSurcharge=3.8203058]

Link [init=6, term=2, flow=3808.0, travelTime=5.260951, surcharge=1.2638988, lastSurcharge=1.286992]

Link [init=6, term=5, flow=5976.0, travelTime=5.276664, surcharge=4.776185, lastSurcharge=4.753528]

Link [init=6, term=8, flow=8259.0, travelTime=4.4240837, surcharge=10.234291, lastSurcharge=10.099772]

Link [init=7, term=8, flow=7885.0, travelTime=3.4599957, surcharge=2.0491667, lastSurcharge=2.0628433]

Link [init=7, term=18, flow=10197.0, travelTime=2.0108116, surcharge=0.05037682, lastSurcharge=0.050454136]

Link [init=8, term=6, flow=8254.0, travelTime=4.4182186, surcharge=10.274593, lastSurcharge=10.235346]

Link [init=8, term=7, flow=7821.0, travelTime=3.445242, surcharge=2.036387, lastSurcharge=2.0356598]

Link [init=8, term=9, flow=4378.0, travelTime=10.847154, surcharge=4.102969, lastSurcharge=4.11999]

Link [init=8, term=16, flow=5473.0, travelTime=6.0380898, surcharge=4.4866695, lastSurcharge=4.4594555]

Link [init=9, term=5, flow=10582.0, travelTime=5.9404426, surcharge=3.7964005, lastSurcharge=3.821947]

Link [init=9, term=8, flow=4357.0, travelTime=10.831017, surcharge=4.056727, lastSurcharge=4.0868235]

Link [init=9, term=10, flow=15121.0, travelTime=3.6273406, surcharge=2.1685688, lastSurcharge=2.1662028]

Link [init=10, term=9, flow=15062.0, travelTime=3.6176064, surcharge=2.196285, lastSurcharge=2.2013314]

Link [init=10, term=11, flow=11768.0, travelTime=6.438375, surcharge=5.9391427, lastSurcharge=5.9562798]

Link [init=10, term=15, flow=15415.0, travelTime=7.524536, surcharge=6.210656, lastSurcharge=6.2153773]

Link [init=10, term=16, flow=7616.0, travelTime=7.6335545, surcharge=12.807798, lastSurcharge=12.873305]

Link [init=10, term=17, flow=5458.0, travelTime=9.712739, surcharge=6.700385, lastSurcharge=6.6193705]

Link [init=11, term=4, flow=3596.0, travelTime=6.2591853, surcharge=1.0678169, lastSurcharge=1.0590569]

Link [init=11, term=10, flow=11662.0, travelTime=6.387246, surcharge=5.7749643, lastSurcharge=5.80382]

Link [init=11, term=12, flow=5718.0, travelTime=7.656945, surcharge=6.088565, lastSurcharge=6.0520687]

Link [init=11, term=14, flow=6701.0, travelTime=6.139311, surcharge=7.8204174, lastSurcharge=7.807877]

Link [init=12, term=3, flow=6518.0, travelTime=4.0036097, surcharge=0.017026156, lastSurcharge=0.01721431]

Link [init=12, term=11, flow=5792.0, travelTime=7.744399, surcharge=6.2736616, lastSurcharge=6.156103]

Link [init=12, term=13, flow=8144.0, travelTime=3.004399, surcharge=0.019135108, lastSurcharge=0.019333383]

Link [init=13, term=12, flow=8266.0, travelTime=3.0046685, surcharge=0.019828226, lastSurcharge=0.019812692]

Link [init=13, term=24, flow=7449.0, travelTime=6.7494345, surcharge=10.787942, lastSurcharge=10.849364]

Link [init=14, term=11, flow=6717.0, travelTime=6.159816, surcharge=7.956641, lastSurcharge=8.018427]

Link [init=14, term=15, flow=6179.0, travelTime=6.5816216, surcharge=5.78243, lastSurcharge=5.819735]

Link [init=14, term=23, flow=5623.0, travelTime=5.0196996, surcharge=4.0105987, lastSurcharge=4.0779495]

Link [init=15, term=10, flow=15386.0, travelTime=7.513097, surcharge=6.280796, lastSurcharge=6.2789626]

Link [init=15, term=14, flow=6204.0, travelTime=6.607374, surcharge=5.9231663, lastSurcharge=6.0184045]

Link [init=15, term=19, flow=12682.0, travelTime=3.2586727, surcharge=1.0432404, lastSurcharge=1.0670923]

Link [init=15, term=22, flow=12446.0, travelTime=4.2717304, surcharge=4.774269, lastSurcharge=4.7614737]

Link [init=16, term=8, flow=5475.0, travelTime=6.0396085, surcharge=4.551643, lastSurcharge=4.4924574]

Link [init=16, term=10, flow=7628.0, travelTime=7.6565094, surcharge=12.919121, lastSurcharge=13.057584]

Link [init=16, term=17, flow=7139.0, travelTime=3.041583, surcharge=5.8137245, lastSurcharge=5.856914]

Link [init=16, term=18, flow=9086.0, travelTime=3.020446, surcharge=0.13091628, lastSurcharge=0.13295062]

Link [init=17, term=10, flow=5497.0, travelTime=9.762221, surcharge=6.702363, lastSurcharge=6.6330614]

Link [init=17, term=16, flow=7155.0, travelTime=3.0509515, surcharge=5.7956786, lastSurcharge=5.8526444]

Link [init=17, term=19, flow=7139.0, travelTime=3.4389954, surcharge=4.2715607, lastSurcharge=4.3244014]

Link [init=18, term=7, flow=10239.0, travelTime=2.0109909, surcharge=0.05059735, lastSurcharge=0.050967544]

Link [init=18, term=16, flow=9118.0, travelTime=3.0207357, surcharge=0.1338642, lastSurcharge=0.13493136]

Link [init=18, term=20, flow=12121.0, travelTime=4.04317, surcharge=0.21104026, lastSurcharge=0.21109572]

Link [init=19, term=15, flow=12697.0, travelTime=3.259899, surcharge=1.0472739, lastSurcharge=1.0733519]

Link [init=19, term=17, flow=7197.0, travelTime=3.486332, surcharge=4.2840204, lastSurcharge=4.327994]

Link [init=19, term=20, flow=6119.0, travelTime=5.343035, surcharge=4.276397, lastSurcharge=4.3137984]

Link [init=20, term=18, flow=12116.0, travelTime=4.043099, surcharge=0.21111959, lastSurcharge=0.21096203]

Link [init=20, term=19, flow=6187.0, travelTime=5.4037375, surcharge=4.314299, lastSurcharge=4.3739247]

Link [init=20, term=21, flow=4032.0, travelTime=6.3628716, surcharge=1.7325501, lastSurcharge=1.7289326]

Link [init=20, term=22, flow=4760.0, travelTime=5.5801044, surcharge=2.2745905, lastSurcharge=2.2431903]

Link [init=21, term=20, flow=3991.0, travelTime=6.348335, surcharge=1.6776794, lastSurcharge=1.6772795]

Link [init=21, term=22, flow=5877.0, travelTime=2.4783735, surcharge=1.7618123, lastSurcharge=1.7593063]

Link [init=21, term=24, flow=6869.0, travelTime=4.7587385, surcharge=7.02505, lastSurcharge=7.0092583]

Link [init=22, term=15, flow=12338.0, travelTime=4.2281594, surcharge=4.765348, lastSurcharge=4.769089]

Link [init=22, term=20, flow=4723.0, travelTime=5.562277, surcharge=2.2244418, lastSurcharge=2.2110696]

Link [init=22, term=21, flow=5904.0, travelTime=2.487225, surcharge=1.7591122, lastSurcharge=1.7448313]

Link [init=22, term=23, flow=6580.0, travelTime=5.799595, surcharge=6.6913776, lastSurcharge=6.570418]

Link [init=23, term=14, flow=5651.0, travelTime=5.0401635, surcharge=3.9871001, lastSurcharge=4.0568595]

Link [init=23, term=22, flow=6505.0, travelTime=5.718939, surcharge=6.525221, lastSurcharge=6.4730086]

Link [init=23, term=24, flow=5160.0, travelTime=2.319724, surcharge=1.354202, lastSurcharge=1.3988719]

Link [init=24, term=13, flow=7446.0, travelTime=6.7450075, surcharge=10.751456, lastSurcharge=10.758029]

Link [init=24, term=21, flow=6795.0, travelTime=4.684167, surcharge=6.912301, lastSurcharge=6.928131]

Link [init=24, term=23, flow=5189.0, travelTime=2.3269725, surcharge=1.320756, lastSurcharge=1.3660226]



Result OD pairs:

ODPair [origin=1, destination=1, demand=0.0, originCost=8.017862, cost=0.0, increPercentage=0.67999965]
ODPair [origin=1, destination=2, demand=67.99996, originCost=6.000894, cost=6.000739, increPercentage=0.67999965]
ODPair [origin=1, destination=3, demand=67.99996, originCost=4.008853, cost=4.008112, increPercentage=0.67999965]
ODPair [origin=1, destination=4, demand=339.99982, originCost=8.297367, cost=8.288919, increPercentage=0.67999965]
ODPair [origin=1, destination=5, demand=135.99992, originCost=10.631466, cost=10.614127, increPercentage=0.67999965]
ODPair [origin=1, destination=6, demand=203.9999, originCost=12.621805, cost=12.536767, increPercentage=0.67999965]
ODPair [origin=1, destination=7, demand=339.99982, originCost=33.12065, cost=32.67677, increPercentage=0.67999965]
ODPair [origin=1, destination=8, demand=543.9997, originCost=27.502098, cost=27.19514, increPercentage=0.67999965]
ODPair [origin=1, destination=9, demand=339.99982, originCost=20.391205, cost=20.398586, increPercentage=0.67999965]
ODPair [origin=1, destination=10, demand=883.9996, originCost=26.129448, cost=26.194496, increPercentage=0.67999965]
ODPair [origin=1, destination=11, demand=339.99982, originCost=15.657412, cost=15.508071, increPercentage=0.67999965]
ODPair [origin=1, destination=12, demand=135.99992, originCost=8.031936, cost=8.0287895, increPercentage=0.67999965]
ODPair [origin=1, destination=13, demand=339.99982, originCost=11.0573635, cost=11.052323, increPercentage=0.67999965]
ODPair [origin=1, destination=14, demand=203.9999, originCost=29.439709, cost=29.4678, increPercentage=0.67999965]
ODPair [origin=1, destination=15, demand=339.99982, originCost=39.918163, cost=39.929688, increPercentage=0.67999965]
ODPair [origin=1, destination=16, demand=339.99982, originCost=37.848404, cost=37.719902, increPercentage=0.67999965]
ODPair [origin=1, destination=17, demand=271.99985, originCost=42.463715, cost=42.60762, increPercentage=0.67999965]
ODPair [origin=1, destination=18, demand=67.99996, originCost=35.181644, cost=34.737957, increPercentage=0.67999965]
ODPair [origin=1, destination=19, demand=203.9999, originCost=44.24562, cost=44.2316, increPercentage=0.67999965]
ODPair [origin=1, destination=20, demand=203.9999, originCost=39.451706, cost=38.99217, increPercentage=0.67999965]
ODPair [origin=1, destination=21, demand=65.99997, originCost=39.898983, cost=40.186165, increPercentage=0.65999967]
ODPair [origin=1, destination=22, demand=259.99988, originCost=44.089127, cost=44.42635, increPercentage=0.6499997]
ODPair [origin=1, destination=23, demand=203.9999, originCost=32.324284, cost=32.237427, increPercentage=0.67999965]
ODPair [origin=1, destination=24, demand=67.99996, originCost=28.569387, cost=28.589699, increPercentage=0.67999965]
ODPair [origin=2, destination=1, demand=67.99996, originCost=6.0008664, cost=6.0007334, increPercentage=0.67999965]
ODPair [origin=2, destination=2, demand=0.0, originCost=12.0017605, cost=0.0, increPercentage=0.67999965]
ODPair [origin=2, destination=3, demand=67.99996, originCost=10.00972, cost=10.008845, increPercentage=0.67999965]
ODPair [origin=2, destination=4, demand=135.99992, originCost=14.298234, cost=14.289652, increPercentage=0.67999965]
ODPair [origin=2, destination=5, demand=60.999973, originCost=16.370926, cost=16.588877, increPercentage=0.6099997]
ODPair [origin=2, destination=6, demand=271.99985, originCost=6.620911, cost=6.536028, increPercentage=0.67999965]
ODPair [origin=2, destination=7, demand=135.99992, originCost=27.119757, cost=26.676031, increPercentage=0.67999965]
ODPair [origin=2, destination=8, demand=271.99985, originCost=21.501204, cost=21.194403, increPercentage=0.67999965]
ODPair [origin=2, destination=9, demand=131.99994, originCost=26.130665, cost=26.373337, increPercentage=0.65999967]
ODPair [origin=2, destination=10, demand=395.9998, originCost=31.868908, cost=32.169247, increPercentage=0.65999967]
ODPair [origin=2, destination=11, demand=135.99992, originCost=21.65828, cost=21.508804, increPercentage=0.67999965]
ODPair [origin=2, destination=12, demand=67.99996, originCost=14.032803, cost=14.029524, increPercentage=0.67999965]
ODPair [origin=2, destination=13, demand=203.9999, originCost=17.058231, cost=17.053059, increPercentage=0.67999965]
ODPair [origin=2, destination=14, demand=67.99996, originCost=35.440575, cost=35.468533, increPercentage=0.67999965]
ODPair [origin=2, destination=15, demand=66.99997, originCost=45.657623, cost=45.904438, increPercentage=0.66999966]
ODPair [origin=2, destination=16, demand=271.99985, originCost=31.847507, cost=31.719162, increPercentage=0.67999965]
ODPair [origin=2, destination=17, demand=135.99992, originCost=40.9915, cost=40.57447, increPercentage=0.67999965]
ODPair [origin=2, destination=18, demand=0.0, originCost=29.180752, cost=28.737219, increPercentage=0.67999965]
ODPair [origin=2, destination=19, demand=67.99996, originCost=42.973465, cost=42.709465, increPercentage=0.67999965]
ODPair [origin=2, destination=20, demand=67.99996, originCost=33.450813, cost=32.99143, increPercentage=0.67999965]
ODPair [origin=2, destination=21, demand=0.0, originCost=41.627296, cost=41.08685, increPercentage=0.67999965]
ODPair [origin=2, destination=22, demand=67.99996, originCost=41.34087, cost=40.846123, increPercentage=0.67999965]
ODPair [origin=2, destination=23, demand=0.0, originCost=38.325153, cost=38.238163, increPercentage=0.67999965]
ODPair [origin=2, destination=24, demand=0.0, originCost=34.570255, cost=34.590435, increPercentage=0.67999965]
ODPair [origin=3, destination=1, demand=67.99996, originCost=4.0090094, cost=4.0081544, increPercentage=0.67999965]
ODPair [origin=3, destination=2, demand=67.99996, originCost=10.009903, cost=10.008894, increPercentage=0.67999965]
ODPair [origin=3, destination=3, demand=0.0, originCost=8.017862, cost=0.0, increPercentage=0.67999965]
ODPair [origin=3, destination=4, demand=135.99992, originCost=4.288514, cost=4.280807, increPercentage=0.67999965]
ODPair [origin=3, destination=5, demand=67.99996, originCost=6.6226125, cost=6.606015, increPercentage=0.67999965]
ODPair [origin=3, destination=6, demand=188.99991, originCost=16.445879, cost=16.544922, increPercentage=0.6299997]
ODPair [origin=3, destination=7, demand=67.99996, originCost=36.898994, cost=36.75985, increPercentage=0.67999965]
ODPair [origin=3, destination=8, demand=135.99992, originCost=31.280437, cost=31.27822, increPercentage=0.67999965]
ODPair [origin=3, destination=9, demand=67.99996, originCost=16.382353, cost=16.390476, increPercentage=0.67999965]
ODPair [origin=3, destination=10, demand=203.9999, originCost=22.120596, cost=22.186386, increPercentage=0.67999965]
ODPair [origin=3, destination=11, demand=203.9999, originCost=11.64856, cost=11.499958, increPercentage=0.67999965]
ODPair [origin=3, destination=12, demand=135.99992, originCost=4.0230827, cost=4.020678, increPercentage=0.67999965]
ODPair [origin=3, destination=13, demand=67.99996, originCost=7.0485106, cost=7.0442123, increPercentage=0.67999965]
ODPair [origin=3, destination=14, demand=67.99996, originCost=25.430857, cost=25.459686, increPercentage=0.67999965]
ODPair [origin=3, destination=15, demand=67.99996, originCost=35.90931, cost=35.921577, increPercentage=0.67999965]
ODPair [origin=3, destination=16, demand=135.99992, originCost=41.626743, cost=41.80298, increPercentage=0.67999965]
ODPair [origin=3, destination=17, demand=67.99996, originCost=38.454865, cost=38.59951, increPercentage=0.67999965]
ODPair [origin=3, destination=18, demand=0.0, originCost=38.959984, cost=38.821037, increPercentage=0.67999965]
ODPair [origin=3, destination=19, demand=0.0, originCost=40.236767, cost=40.22349, increPercentage=0.67999965]
ODPair [origin=3, destination=20, demand=0.0, originCost=43.230045, cost=43.07525, increPercentage=0.67999965]
ODPair [origin=3, destination=21, demand=0.0, originCost=35.890133, cost=36.178055, increPercentage=0.65999967]
ODPair [origin=3, destination=22, demand=64.99997, originCost=40.080273, cost=40.41824, increPercentage=0.6499997]
ODPair [origin=3, destination=23, demand=67.99996, originCost=28.315434, cost=28.229317, increPercentage=0.67999965]
ODPair [origin=3, destination=24, demand=0.0, originCost=24.560535, cost=24.581589, increPercentage=0.67999965]
ODPair [origin=4, destination=1, demand=339.99982, originCost=8.306319, cost=8.289057, increPercentage=0.67999965]
ODPair [origin=4, destination=2, demand=135.99992, originCost=14.307213, cost=14.289796, increPercentage=0.67999965]
ODPair [origin=4, destination=3, demand=135.99992, originCost=4.29731, cost=4.280902, increPercentage=0.67999965]
ODPair [origin=4, destination=4, demand=0.0, originCost=4.6724133, cost=0.0, increPercentage=0.67999965]
ODPair [origin=4, destination=5, demand=339.99982, originCost=2.3340983, cost=2.325208, increPercentage=0.67999965]
ODPair [origin=4, destination=6, demand=231.9999, originCost=12.157366, cost=12.41775, increPercentage=0.57999974]
ODPair [origin=4, destination=7, demand=271.99985, originCost=32.610477, cost=32.47904, increPercentage=0.67999965]
ODPair [origin=4, destination=8, demand=475.99976, originCost=26.991924, cost=26.99741, increPercentage=0.67999965]
ODPair [origin=4, destination=9, demand=475.99976, originCost=12.093838, cost=12.109668, increPercentage=0.67999965]
ODPair [origin=4, destination=10, demand=815.9996, originCost=17.83208, cost=17.905577, increPercentage=0.67999965]
ODPair [origin=4, destination=11, demand=951.9995, originCost=7.360045, cost=7.2191515, increPercentage=0.67999965]
ODPair [origin=4, destination=12, demand=407.9998, originCost=8.320393, cost=8.30158, increPercentage=0.67999965]
ODPair [origin=4, destination=13, demand=407.9998, originCost=11.34582, cost=11.325114, increPercentage=0.67999965]
ODPair [origin=4, destination=14, demand=339.99982, originCost=21.142342, cost=21.178879, increPercentage=0.67999965]
ODPair [origin=4, destination=15, demand=339.99982, originCost=31.620796, cost=31.64077, increPercentage=0.67999965]
ODPair [origin=4, destination=16, demand=543.9997, originCost=37.338226, cost=37.52217, increPercentage=0.67999965]
ODPair [origin=4, destination=17, demand=339.99982, originCost=34.166348, cost=34.318703, increPercentage=0.67999965]
ODPair [origin=4, destination=18, demand=67.99996, originCost=34.67147, cost=34.540226, increPercentage=0.67999965]
ODPair [origin=4, destination=19, demand=135.99992, originCost=35.948254, cost=35.942684, increPercentage=0.67999965]
ODPair [origin=4, destination=20, demand=203.9999, originCost=38.941532, cost=38.794437, increPercentage=0.67999965]
ODPair [origin=4, destination=21, demand=131.99994, originCost=40.187443, cost=40.45896, increPercentage=0.65999967]
ODPair [origin=4, destination=22, demand=271.99985, originCost=40.564014, cost=40.686768, increPercentage=0.67999965]
ODPair [origin=4, destination=23, demand=339.99982, originCost=30.172863, cost=30.209177, increPercentage=0.67999965]
ODPair [origin=4, destination=24, demand=135.99992, originCost=28.857845, cost=28.862492, increPercentage=0.67999965]
ODPair [origin=5, destination=1, demand=135.99992, originCost=10.644634, cost=10.611664, increPercentage=0.67999965]
ODPair [origin=5, destination=2, demand=62.99997, originCost=16.405907, cost=16.617393, increPercentage=0.6299997]
ODPair [origin=5, destination=3, demand=67.99996, originCost=6.635625, cost=6.60351, increPercentage=0.67999965]
ODPair [origin=5, destination=4, demand=339.99982, originCost=2.338315, cost=2.3226078, increPercentage=0.67999965]
ODPair [origin=5, destination=5, demand=0.0, originCost=4.6724133, cost=0.0, increPercentage=0.67999965]
ODPair [origin=5, destination=6, demand=111.999954, originCost=9.823267, cost=10.092543, increPercentage=0.55999976]
ODPair [origin=5, destination=7, demand=135.99992, originCost=30.276379, cost=30.153831, increPercentage=0.67999965]
ODPair [origin=5, destination=8, demand=339.99982, originCost=24.657825, cost=24.672203, increPercentage=0.67999965]
ODPair [origin=5, destination=9, demand=543.9997, originCost=9.75974, cost=9.78446, increPercentage=0.67999965]
ODPair [origin=5, destination=10, demand=679.99963, originCost=15.497982, cost=15.58037, increPercentage=0.67999965]
ODPair [origin=5, destination=11, demand=339.99982, originCost=9.69836, cost=9.5417595, increPercentage=0.67999965]
ODPair [origin=5, destination=12, demand=135.99992, originCost=10.658708, cost=10.624187, increPercentage=0.67999965]
ODPair [origin=5, destination=13, demand=135.99992, originCost=13.684135, cost=13.647721, increPercentage=0.67999965]
